"","FID","publicid","origintime","longitude","latitude","depth","magnitude","magnitudetype","status","phases","type","agency","updatetime","origin_geom","Energy","Date","Time"
"101","quake.2013p545809","2013p545809","2013-07-21T22:47:24.578",174.2553,-41.6019,15.6641,4.997,"M","reviewed",27,"","WEL(GNS_Primary)","2013-07-23T02:59:57.971","POINT (-41.601859 174.25526)",0.0993116048420934,2013-07-21,"22:47:24.578"
"102","quake.2013p544974","2013p544974","2013-07-21T15:22:13.004",174.2916,-41.4551,10.2148,4.8464,"M","reviewed",33,"","WEL(GNS_Primary)","2013-07-21T15:35:58.741","POINT (-41.455079 174.29158)",0.0702101660240314,2013-07-21,"15:22:13.004"
"103","quake.2013p544960","2013p544960","2013-07-21T15:15:11.79",174.2992,-41.4503,9.9805,4.9058,"M","reviewed",27,"","WEL(GNS_Primary)","2013-07-22T01:25:13.029","POINT (-41.450299 174.29921)",0.0805007636108063,2013-07-21,"15:15:11.79"
"104","quake.2013p544668","2013p544668","2013-07-21T12:39:07.889",174.3426,-41.5846,11.9727,4.5175,"M","reviewed",29,"","WEL(GNS_Primary)","2013-07-23T03:48:03.419","POINT (-41.584618 174.34262)",0.0329230453333407,2013-07-21,"12:39:07.889"
"105","quake.2013p544344","2013p544344","2013-07-21T09:47:43.397",174.351,-41.5436,14.1992,4.5734,"M","reviewed",40,"","WEL(GNS_Primary)","2013-07-21T10:03:44.32","POINT (-41.543575 174.35095)",0.0374455315585954,2013-07-21,"09:47:43.397"
"106","quake.2013p544317","2013p544317","2013-07-21T09:32:13.344",174.3038,-41.6544,13.1445,4.7007,"M","reviewed",24,"","WEL(GNS_Primary)","2013-07-23T03:43:10.78","POINT (-41.654377 174.30381)",0.0501995703378947,2013-07-21,"09:32:13.344"
"107","quake.2013p544197","2013p544197","2013-07-21T08:28:15.609",174.3142,-41.5942,20.7617,4.7417,"M","reviewed",39,"","WEL(GNS_Primary)","2013-07-23T04:38:21.474","POINT (-41.594209 174.31422)",0.0551696209383498,2013-07-21,"08:28:15.609"
"108","quake.2013p544085","2013p544085","2013-07-21T07:28:49.146",174.2947,-41.6481,16.8359,4.5493,"M","reviewed",72,"","WEL(GNS_Primary)","2013-07-21T07:41:49.804","POINT (-41.648062 174.29471)",0.0354241958261649,2013-07-21,"07:28:49.146"
"109","quake.2013p544030","2013p544030","2013-07-21T06:59:15.022",174.4009,-41.5392,16.0742,4.9261,"M","reviewed",53,"","WEL(GNS_Primary)","2013-07-21T07:45:33.551","POINT (-41.539207 174.4009)",0.0843528965126529,2013-07-21,"06:59:15.022"
"110","quake.2013p543962","2013p543962","2013-07-21T06:23:26.242",174.3686,-41.6177,9.3359,4.5002,"M","reviewed",34,"","WEL(GNS_Primary)","2013-07-21T06:27:33.063","POINT (-41.617704 174.36861)",0.0316373427822138,2013-07-21,"06:23:26.242"
"111","quake.2013p543930","2013p543930","2013-07-21T06:06:22.845",174.3896,-41.5214,16.0742,4.5572,"M","reviewed",25,"","WEL(GNS_Primary)","2013-07-22T00:58:09.542","POINT (-41.521359 174.38964)",0.0360744733864192,2013-07-21,"06:06:22.845"
"112","quake.2013p543865","2013p543865","2013-07-21T05:31:38.12",174.3685,-41.566,6.0547,4.6354,"M","reviewed",28,"","WEL(GNS_Primary)","2013-07-21T05:47:47.722","POINT (-41.565986 174.36847)",0.0431916703671043,2013-07-21,"05:31:38.12"
"113","quake.2013p543861","2013p543861","2013-07-21T05:29:31.088",174.3225,-41.5538,19.8828,4.8493,"M","reviewed",17,"","WEL(GNS_Primary)","2013-07-22T00:50:52.532","POINT (-41.553789 174.32248)",0.0706805629700248,2013-07-21,"05:29:31.088"
"114","quake.2013p543838","2013p543838","2013-07-21T05:17:00.242",174.4345,-41.5145,7.6953,4.5888,"M","reviewed",25,"","WEL(GNS_Primary)","2013-07-21T05:22:06.12","POINT (-41.514549 174.43453)",0.0387971657293691,2013-07-21,"05:17:00.242"
"115","quake.2013p543832","2013p543832","2013-07-21T05:13:50.268",174.366,-41.5353,12.6758,5.2298,"M","reviewed",22,"","WEL(GNS_Primary)","2013-07-22T00:38:15.801","POINT (-41.535261 174.36604)",0.169746176240871,2013-07-21,"05:13:50.268"
"116","quake.2013p543829","2013p543829","2013-07-21T05:13:12.906",174.2833,-41.5893,10.0391,4.693,"M","reviewed",26,"","WEL(GNS_Primary)","2013-07-22T00:29:24.164","POINT (-41.589339 174.28333)",0.0493173803954935,2013-07-21,"05:13:12.906"
"117","quake.2013p543824","2013p543824","2013-07-21T05:09:30.55",174.3287,-41.5957,12.8516,6.4888,"M","reviewed",22,"","WEL(GNS_Primary)","2013-07-22T00:15:10.295","POINT (-41.595676 174.32866)",3.08176841661151,2013-07-21,"05:09:30.55"
"118","quake.2013p543284","2013p543284","2013-07-21T00:21:32.246",173.9839,-42.1382,34.0625,4.6033,"M","automatic",30,"","WEL(GNS_Primary)","2013-07-21T00:25:44.455","POINT (-42.138217 173.98386)",0.0401143722208767,2013-07-21,"00:21:32.246"
"119","quake.2013p543121","2013p543121","2013-07-20T22:55:16.904",174.3882,-41.568,16.3086,4.944,"M","reviewed",23,"","WEL(GNS_Primary)","2013-07-21T23:58:24.93","POINT (-41.568026 174.38822)",0.0879022516830884,2013-07-20,"22:55:16.904"
"120","quake.2013p542958","2013p542958","2013-07-20T21:28:21.235",174.3481,-41.6206,12.9102,4.5307,"M","reviewed",19,"","WEL(GNS_Primary)","2013-07-20T21:40:20.281","POINT (-41.620646 174.34813)",0.033939074877443,2013-07-20,"21:28:21.235"
"121","quake.2013p542711","2013p542711","2013-07-20T19:17:10.845",174.4046,-41.5564,19.8242,5.8023,"M","reviewed",21,"","WEL(GNS_Primary)","2013-07-21T23:39:40.36","POINT (-41.556413 174.40455)",0.634307724208235,2013-07-20,"19:17:10.845"
"122","quake.2013p538215","2013p538215","2013-07-19T03:21:14.944",174.4299,-41.5361,14.9609,4.5759,"M","reviewed",21,"","WEL(GNS_Primary)","2013-07-21T23:06:46.503","POINT (-41.536097 174.42986)",0.0376617069714167,2013-07-19,"03:21:14.944"
"123","quake.2013p537512","2013p537512","2013-07-18T21:06:39.07",174.408,-41.549,17.4805,5.7216,"M","reviewed",32,"","WEL(GNS_Primary)","2013-07-21T23:17:19.51","POINT (-41.549006 174.40795)",0.526744488331906,2013-07-18,"21:06:39.07"
"124","quake.2013p530325","2013p530325","2013-07-16T05:14:16.645",-176.6786,-32.5202,269.306,4.9518,"M","reviewed",15,"outside of network interest","WEL(GNS_Primary)","2013-07-16T06:12:43.006","POINT (-32.520214 -176.67865)",0.0894952529765288,2013-07-16,"05:14:16.645"
"125","quake.2013p515176","2013p515176","2013-07-10T14:44:02.62",-176.6788,-30.5313,33,5.0939,"M","reviewed",51,"","WEL(GNS_Primary)","2013-07-10T20:25:23.895","POINT (-30.531298 -176.67877)",0.124136643949604,2013-07-10,"14:44:02.62"
"126","quake.2013p515147","2013p515147","2013-07-10T14:25:51.267",-177.1091,-31.2564,139.8505,5.1749,"M","reviewed",26,"","WEL(GNS_Primary)","2013-07-14T22:29:17.485","POINT (-31.256435 -177.10909)",0.14958911747641,2013-07-10,"14:25:51.267"
"127","quake.2013p514027","2013p514027","2013-07-10T04:31:16.881",-179.6777,-33.4277,515.7096,4.8174,"M","reviewed",15,"","WEL(GNS_Primary)","2013-07-10T20:04:40.728","POINT (-33.427734 -179.67773)",0.0656749876817207,2013-07-10,"04:31:16.881"
"128","quake.2013p512882","2013p512882","2013-07-09T18:22:33.106",-177.5824,-32.5174,33,4.8492,"M","reviewed",101,"","WEL(GNS_Primary)","2013-07-09T20:44:22.803","POINT (-32.517403 -177.58243)",0.0706642900425207,2013-07-09,"18:22:33.106"
"129","quake.2013p507880","2013p507880","2013-07-07T21:58:46.483",176.7296,-39.848,30.8311,4.8979,"M","reviewed",93,"","WEL(GNS_Primary)","2013-07-07T23:18:58.593","POINT (-39.847954 176.72958)",0.0790496588476486,2013-07-07,"21:58:46.483"
"130","quake.2013p496874","2013p496874","2013-07-03T20:14:37.152",178.6383,-37.3983,152.1875,5.2102,"ML","automatic",46,"","WEL(GNS_Primary)","2013-07-03T20:56:26.454","POINT (-37.398264 178.63827)",0.162255714050954,2013-07-03,"20:14:37.152"
"131","quake.2013p496811","2013p496811","2013-07-03T19:41:06.041",167.8375,-44.4719,5,5.2661,"M","reviewed",33,"","WEL(GNS_Primary)","2013-07-03T22:58:18.463","POINT (-44.471867 167.83751)",0.18454402985937,2013-07-03,"19:41:06.041"
"132","quake.2013p465028","2013p465028","2013-06-22T01:26:27.483",178.6324,-31.9668,33,4.7829,"M","reviewed",14,"","WEL(GNS_Primary)","2013-06-22T03:06:18.426","POINT (-31.966822 178.63235)",0.0606596639468753,2013-06-22,"01:26:27.483"
"133","quake.2013p464927","2013p464927","2013-06-22T00:32:21.59",-177.864,-33.3368,33,4.7595,"M","reviewed",44,"","WEL(GNS_Primary)","2013-06-22T01:08:24.855","POINT (-33.336815 -177.86401)",0.0574777818845521,2013-06-22,"00:32:21.59"
"134","quake.2013p463220","2013p463220","2013-06-21T09:22:47.858",-178.9648,-34.0639,200.5616,4.6869,"M","reviewed",43,"","WEL(GNS_Primary)","2013-06-21T10:34:08.521","POINT (-34.063885 -178.96483)",0.0486295219186784,2013-06-21,"09:22:47.858"
"135","quake.2013p457287","2013p457287","2013-06-19T04:40:42.485",-176.0573,-29.1884,33,4.6407,"M","reviewed",34,"","WEL(GNS_Primary)","2013-06-19T05:31:00.441","POINT (-29.188412 -176.05731)",0.0437219979957455,2013-06-19,"04:40:42.485"
"136","quake.2013p452941","2013p452941","2013-06-17T14:05:24.765",-178.3804,-29.8031,444.9591,4.783,"M","reviewed",19,"","WEL(GNS_Primary)","2013-06-17T22:17:22.717","POINT (-29.803143 -178.38043)",0.0606736329588506,2013-06-17,"14:05:24.765"
"137","quake.2013p449038","2013p449038","2013-06-16T03:26:19.95",-179.2024,-32.2417,330.6199,4.6354,"M","reviewed",46,"","WEL(GNS_Primary)","2013-06-16T23:42:37.509","POINT (-32.241737 -179.20244)",0.0431916703671043,2013-06-16,"03:26:19.95"
"138","quake.2013p447224","2013p447224","2013-06-15T11:20:38.969",179.9089,-34.8049,307.2685,5.4843,"M","reviewed",39,"","WEL(GNS_Primary)","2013-06-15T11:33:30.513","POINT (-34.804859 179.90894)",0.305000112824918,2013-06-15,"11:20:38.969"
"139","quake.2013p430043","2013p430043","2013-06-09T02:45:29.099",-177.478,-32.112,0,4.668,"M","reviewed",23,"","WEL(GNS_Primary)","2013-06-10T03:16:28.299","POINT (-32.112041 -177.47801)",0.0465586093522959,2013-06-09,"02:45:29.099"
"140","quake.2013p421056","2013p421056","2013-06-05T18:57:11.89",176.8295,-30.6103,300,4.9698,"M","reviewed",28,"","WEL(GNS_Primary)","2013-06-05T22:06:35.32","POINT (-30.6103 176.82947)",0.0932824620253989,2013-06-05,"18:57:11.89"
"141","quake.2013p418612","2013p418612","2013-06-04T21:16:08.611",-178.1502,-34.3129,33,4.7505,"M","reviewed",23,"","WEL(GNS_Primary)","2013-06-04T21:53:15.758","POINT (-34.312946 -178.15015)",0.0562989117394243,2013-06-04,"21:16:08.611"
"142","quake.2013p418232","2013p418232","2013-06-04T17:52:51.71",179.9688,-32.0844,443.45,4.7573,"M","reviewed",38,"","WEL(GNS_Primary)","2013-06-04T22:15:37.587","POINT (-32.084373 179.96878)",0.0571873536506664,2013-06-04,"17:52:51.71"
"143","quake.2013p406921","2013p406921","2013-05-31T13:27:42.019",178.8328,-37.1446,142.8125,4.5908,"M","automatic",71,"","WEL(GNS_Primary)","2013-05-31T13:46:41.751","POINT (-37.144562 178.83282)",0.038976245309772,2013-05-31,"13:27:42.019"
"144","quake.2013p406925","2013p406925","2013-05-31T13:26:07.616",-175.5319,-31.0055,309.4594,4.6601,"M","reviewed",15,"","WEL(GNS_Primary)","2013-05-31T14:05:49.793","POINT (-31.005527 -175.53189)",0.0457193450178139,2013-05-31,"13:26:07.616"
"145","quake.2013p400147","2013p400147","2013-05-29T01:17:29.798",178.8006,-30.4049,364.6674,4.5386,"M","reviewed",28,"","WEL(GNS_Primary)","2013-05-29T01:30:48.806","POINT (-30.404934 178.80058)",0.0345620902570126,2013-05-29,"01:17:29.798"
"146","quake.2013p398085","2013p398085","2013-05-28T06:59:46.677",178.7377,-36.5047,237.3071,4.9886,"M","reviewed",92,"","WEL(GNS_Primary)","2013-05-28T07:18:47.002","POINT (-36.504688 178.73767)",0.0974092052491858,2013-05-28,"06:59:46.677"
"147","quake.2013p397425","2013p397425","2013-05-28T01:05:59.025",179.4068,-31.7164,152.3569,5.6283,"M","reviewed",16,"","WEL(GNS_Primary)","2013-05-28T01:16:03.33","POINT (-31.716394 179.40683)",0.42491298208112,2013-05-28,"01:05:59.025"
"148","quake.2013p397423","2013p397423","2013-05-28T01:05:55.071",-177.9762,-32.5202,293.2224,4.9256,"M","reviewed",68,"","WEL(GNS_Primary)","2013-05-28T01:47:28.087","POINT (-32.520248 -177.97623)",0.0842558375339826,2013-05-28,"01:05:55.071"
"149","quake.2013p397424","2013p397424","2013-05-28T01:05:54.019",-178.3474,-32.5107,322.5296,4.8321,"M","reviewed",39,"","WEL(GNS_Primary)","2013-05-28T01:53:44.017","POINT (-32.510666 -178.3474)",0.0679360043039865,2013-05-28,"01:05:54.019"
"150","quake.2013p396838","2013p396838","2013-05-27T19:52:47.834",176.6269,-32.6628,538.6957,4.5562,"M","reviewed",12,"","WEL(GNS_Primary)","2013-05-27T22:40:47.574","POINT (-32.66283 176.62694)",0.0359915043999954,2013-05-27,"19:52:47.834"
"151","quake.2013p386170","2013p386170","2013-05-23T21:07:59.315",-173.3821,-22.8919,144,5.4928,"M","reviewed",81,"","WEL(GNS_Primary)","2013-05-23T21:24:58.053","POINT (-22.891912 -173.38214)",0.311028366868514,2013-05-23,"21:07:59.315"
"152","quake.2013p385739","2013p385739","2013-05-23T17:19:12.372",-173.4058,-25.2591,250.2424,6.1024,"M","reviewed",73,"earthquake","WEL(GNS_Primary)","2013-05-24T03:02:32.029","POINT (-25.2591 -173.40578)",1.26590174930025,2013-05-23,"17:19:12.372"
"153","quake.2013p374424","2013p374424","2013-05-19T12:52:45.822",177.1897,-34.0814,197.0913,4.8727,"M","reviewed",16,"","WEL(GNS_Primary)","2013-05-19T20:12:07.631","POINT (-34.081367 177.18967)",0.0745933307925714,2013-05-19,"12:52:45.822"
"154","quake.2013p357858","2013p357858","2013-05-13T09:47:29.857",176.1128,-38.3455,206.3281,4.7525,"M","reviewed",187,"","WEL(GNS_Primary)","2013-05-13T19:51:41.106","POINT (-38.345489 176.11282)",0.0565587757089154,2013-05-13,"09:47:29.857"
"155","quake.2013p328168","2013p328168","2013-05-02T10:07:16.873",166.0788,-47.8484,150.9017,4.8934,"M","reviewed",29,"","WEL(GNS_Primary)","2013-05-02T21:11:23.692","POINT (-47.848351 166.07883)",0.078234804203146,2013-05-02,"10:07:16.873"
"156","quake.2013p311590","2013p311590","2013-04-26T06:53:31.339",-175.9424,-30.2952,462.7001,5.6187,"M","reviewed",70,"","WEL(GNS_Primary)","2013-04-26T07:12:47.91","POINT (-30.295158 -175.94241)",0.41562340882986,2013-04-26,"06:53:31.339"
"157","quake.2013p284860","2013p284860","2013-04-16T09:32:47.067",179.6292,-36.8465,8.75,4.5829,"M","automatic",31,"","WEL(GNS_Primary)","2013-04-16T09:37:22.927","POINT (-36.846526 179.62919)",0.0382736604809814,2013-04-16,"09:32:47.067"
"158","quake.2013p284754","2013p284754","2013-04-16T08:37:09.994",176.7234,-37.2768,270.7812,4.5675,"M","automatic",158,"","WEL(GNS_Primary)","2013-04-16T08:42:33.326","POINT (-37.276838 176.72343)",0.0369402644358283,2013-04-16,"08:37:09.994"
"159","quake.2013p275461","2013p275461","2013-04-12T22:03:18.81",178.2238,-31.2383,299.7759,4.9997,"M","reviewed",11,"","WEL(GNS_Primary)","2013-04-12T22:45:11.074","POINT (-31.238266 178.2238)",0.0999309463002589,2013-04-12,"22:03:18.81"
"160","quake.2013p255186","2013p255186","2013-04-05T10:00:06.634",-177.1289,-32.0508,34.6849,5.0323,"M","reviewed",20,"","WEL(GNS_Primary)","2013-04-05T10:22:16.94","POINT (-32.050781 -177.12891)",0.107720906634409,2013-04-05,"10:00:06.634"
"161","quake.2013p238561","2013p238561","2013-03-30T06:23:55.333",-176.27,-31.2053,300,5.3094,"M","reviewed",75,"","WEL(GNS_Primary)","2013-03-30T07:42:29.184","POINT (-31.205261 -176.27005)",0.203891912707498,2013-03-30,"06:23:55.333"
"162","quake.2013p229011","2013p229011","2013-03-26T17:36:24.759",-177.6966,-34.1485,228.135,4.9155,"M","reviewed",96,"","WEL(GNS_Primary)","2013-03-26T19:24:36.741","POINT (-34.148521 -177.69658)",0.0823189836921396,2013-03-26,"17:36:24.759"
"163","quake.2013p227990","2013p227990","2013-03-26T08:33:26.485",173.759,-41.6686,63.3594,4.6706,"M","reviewed",153,"","WEL(GNS_Primary)","2013-03-26T09:00:25.001","POINT (-41.66861 173.75901)",0.0468381787850244,2013-03-26,"08:33:26.485"
"164","quake.2013p222555","2013p222555","2013-03-24T08:16:57.406",175.4734,-35.4084,331.25,4.635,"M","automatic",22,"","WEL(GNS_Primary)","2013-03-24T08:21:00.548","POINT (-35.408446 175.47345)",0.0431519076827765,2013-03-24,"08:16:57.406"
"165","quake.2013p196577","2013p196577","2013-03-14T17:36:28.917",168.2581,-44.4356,2.2287,4.7717,"M","reviewed",20,"","WEL(GNS_Primary)","2013-03-14T17:53:08.082","POINT (-44.435638 168.25812)",0.0591153138980827,2013-03-14,"17:36:28.917"
"166","quake.2013p175448","2013p175448","2013-03-06T21:57:09.14",-177.8316,-31.1824,25,4.9443,"M","reviewed",24,"outside of network interest","WEL(GNS_Primary)","2013-03-07T01:13:35.336","POINT (-31.18243 -177.83157)",0.0879629933844233,2013-03-06,"21:57:09.14"
"167","quake.2013p162604","2013p162604","2013-03-02T03:54:32.219",-179.4284,-32.9668,12,4.6514,"M","reviewed",20,"","WEL(GNS_Primary)","2013-03-02T18:45:13.225","POINT (-32.966793 -179.42842)",0.0448125853325155,2013-03-02,"03:54:32.219"
"168","quake.2013p154558","2013p154558","2013-02-27T04:27:21.98",-177.7441,-32.0215,26.4701,4.9114,"M","reviewed",25,"","WEL(GNS_Primary)","2013-02-27T05:49:46.768","POINT (-32.021484 -177.74414)",0.0815455000061117,2013-02-27,"04:27:21.98"
"169","quake.2013p149562","2013p149562","2013-02-25T08:05:41.557",-176.8494,-33.6943,5,4.8362,"M","reviewed",41,"","WEL(GNS_Primary)","2013-02-25T20:19:27.066","POINT (-33.694252 -176.84935)",0.0685803978145926,2013-02-25,"08:05:41.557"
"170","quake.2013p148677","2013p148677","2013-02-25T00:13:48.642",-177.0557,-33.1494,1.3691,4.8542,"M","reviewed",39,"","WEL(GNS_Primary)","2013-02-25T01:25:35.778","POINT (-33.149414 -177.05566)",0.0714825439568763,2013-02-25,"00:13:48.642"
"171","quake.2013p148663","2013p148663","2013-02-25T00:07:46.329",-176.6602,-33.3398,33.0521,4.732,"M","reviewed",34,"","WEL(GNS_Primary)","2013-02-25T01:50:20.457","POINT (-33.339844 -176.66016)",0.0539510622515128,2013-02-25,"00:07:46.329"
"172","quake.2013p148301","2013p148301","2013-02-24T20:54:03.58",-176.5723,-33.1348,0.9128,5.3471,"M","reviewed",49,"","WEL(GNS_Primary)","2013-02-24T21:47:20","POINT (-33.134766 -176.57227)",0.222382188561587,2013-02-24,"20:54:03.58"
"173","quake.2013p142607","2013p142607","2013-02-22T18:21:50.922",177.5853,-39.385,66.9922,4.8009,"M","reviewed",140,"","WEL(GNS_Primary)","2013-02-22T19:12:38.628","POINT (-39.384982 177.58528)",0.0632266249929688,2013-02-22,"18:21:50.922"
"174","quake.2013p140463","2013p140463","2013-02-21T23:18:08.317",-178.6934,-33.8996,5,4.5814,"M","reviewed",35,"","WEL(GNS_Primary)","2013-02-22T02:55:37.747","POINT (-33.899582 -178.69341)",0.0381416959666939,2013-02-21,"23:18:08.317"
"175","quake.2013p128381","2013p128381","2013-02-17T12:01:28.182",173.9848,-41.8483,17.0703,4.8881,"M","reviewed",104,"earthquake","WEL(GNS_Primary)","2013-02-18T02:38:04.115","POINT (-41.848348 173.98481)",0.0772858521860331,2013-02-17,"12:01:28.182"
"176","quake.2013p125149","2013p125149","2013-02-16T07:19:22.864",179.4786,-36.3621,116.779,4.7096,"M","reviewed",59,"","WEL(GNS_Primary)","2013-02-17T21:41:13.081","POINT (-36.362118 179.47864)",0.051238923866468,2013-02-16,"07:19:22.864"
"177","quake.2013p124917","2013p124917","2013-02-16T05:16:04.78",178.7976,-35.922,294.3742,6.2767,"M","reviewed",130,"","WEL(GNS_Primary)","2013-02-16T05:31:08.491","POINT (-35.922028 178.79765)",1.89103688536449,2013-02-16,"05:16:04.78"
"178","quake.2013p097641","2013p097641","2013-02-06T03:02:56.39",173.7072,-36.6601,286.25,4.6333,"M","automatic",16,"","WEL(GNS_Primary)","2013-02-06T03:06:47.168","POINT (-36.660119 173.70723)",0.0429833242521565,2013-02-06,"03:02:56.39"
"179","quake.2013p097522","2013p097522","2013-02-06T01:59:23.491",177.5396,-35.5812,383.75,4.5475,"M","automatic",16,"","WEL(GNS_Primary)","2013-02-06T02:02:57.718","POINT (-35.581223 177.53962)",0.0352776786618874,2013-02-06,"01:59:23.491"
"180","quake.2013p094108","2013p094108","2013-02-04T19:39:52.222",-179.0189,-34.2747,5,4.6298,"M","reviewed",18,"","WEL(GNS_Primary)","2013-02-04T21:33:45.377","POINT (-34.274693 -179.01888)",0.0426383116900079,2013-02-04,"19:39:52.222"
"181","quake.2013p086823","2013p086823","2013-02-02T02:59:35.523",175.5912,-39.9444,52.4023,4.531,"M","reviewed",50,"","WEL(GNS_Primary)","2013-02-02T03:10:24.501","POINT (-39.944449 175.59122)",0.0339625272590408,2013-02-02,"02:59:35.523"
"182","quake.2013p084484","2013p084484","2013-02-01T06:13:23.759",179.9745,-37.2102,52.9375,4.5305,"M","reviewed",32,"","WEL(GNS_Primary)","2013-02-01T11:19:36.586","POINT (-37.210225 179.9745)",0.0339234489541443,2013-02-01,"06:13:23.759"
"183","quake.2013p051437","2013p051437","2013-01-20T00:45:57.136",174.3384,-39.8124,137.86,5.1833,"M","reviewed",154,"","WEL(GNS_Primary)","2013-01-20T00:55:58.812","POINT (-39.81242 174.33841)",0.152510589584334,2013-01-20,"00:45:57.136"
"184","quake.2013p049577","2013p049577","2013-01-19T08:15:08.14",172.4568,-43.6038,11.7535,4.6209,"M","reviewed",42,"","WEL(GNS_Primary)","2013-01-19T08:24:07.076","POINT (-43.60384 172.45683)",0.0417734168724877,2013-01-19,"08:15:08.14"
"185","quake.2013p047748","2013p047748","2013-01-18T16:00:25.649",174.4079,-40.5145,92.7734,4.7066,"M","reviewed",90,"","WEL(GNS_Primary)","2013-01-18T16:22:17.732","POINT (-40.514533 174.40788)",0.0508861975956077,2013-01-18,"16:00:25.649"
"186","quake.2013p039986","2013p039986","2013-01-15T19:04:51.802",178.6743,-36.7603,212.9014,4.5093,"M","reviewed",79,"","WEL(GNS_Primary)","2013-01-15T19:58:15.868","POINT (-36.760254 178.67432)",0.0323072505689288,2013-01-15,"19:04:51.802"
"187","quake.2013p027657","2013p027657","2013-01-11T05:35:57.614",173.6941,-39.3126,10.9766,4.6283,"M","reviewed",74,"","WEL(GNS_Primary)","2013-01-11T05:55:25.785","POINT (-39.312575 173.69413)",0.042491298208112,2013-01-11,"05:35:57.614"
"188","quake.2013p021335","2013p021335","2013-01-08T21:26:57.437",-179.6158,-34.6673,33,5.5129,"M","reviewed",48,"","WEL(GNS_Primary)","2013-01-08T21:55:59.635","POINT (-34.667297 -179.61577)",0.325761682966063,2013-01-08,"21:26:57.437"
"189","quake.2013p015471","2013p015471","2013-01-06T17:22:46.006",-178.8761,-35.1673,133.2807,4.6406,"M","reviewed",27,"","WEL(GNS_Primary)","2013-01-06T21:57:53.952","POINT (-35.167313 -178.87613)",0.0437119317926224,2013-01-06,"17:22:46.006"
"190","quake.2013p015418","2013p015418","2013-01-06T16:54:41.36",-178.5801,-35.0726,33,4.5719,"M","reviewed",23,"","WEL(GNS_Primary)","2013-01-06T18:47:39.051","POINT (-35.072628 -178.58006)",0.0373164223664703,2013-01-06,"16:54:41.36"
"191","quake.2012p988084","2012p988084","2012-12-31T14:11:10.909",173.5674,-39.2911,5,4.9753,"M","reviewed",157,"","WEL(GNS_Primary)","2012-12-31T14:33:50.69","POINT (-39.291096 173.56735)",0.0944713235727136,2012-12-31,"14:11:10.909"
"192","quake.2012p946608","2012p946608","2012-12-16T05:52:04.408",-178.0678,-33.6146,33,4.8099,"M","reviewed",76,"earthquake","WEL(GNS_Primary)","2012-12-16T06:10:01.701","POINT (-33.614613 -178.06778)",0.0645505578769006,2012-12-16,"05:52:04.408"
"193","quake.2012p937941","2012p937941","2012-12-13T00:53:23.217",-177.1206,-31.0678,33,5.2351,"M","reviewed",41,"earthquake","WEL(GNS_Primary)","2012-12-13T01:43:58.187","POINT (-31.06782 -177.12057)",0.17183039957263,2012-12-13,"00:53:23.217"
"194","quake.2012p925728","2012p925728","2012-12-08T12:26:31.015",-177.1289,-31.3477,15.8021,4.7184,"M","reviewed",27,"outside of network interest","WEL(GNS_Primary)","2012-12-08T20:20:45.545","POINT (-31.347656 -177.12891)",0.0522877555313441,2012-12-08,"12:26:31.015"
"195","quake.2012p923684","2012p923684","2012-12-07T18:19:06.655",176.0593,-38.3501,174.5703,5.7748,"M","reviewed",115,"","WEL(GNS_Primary)","2012-12-07T18:30:57.775","POINT (-38.350092 176.05934)",0.595387894127685,2012-12-07,"18:19:06.655"
"196","quake.2012p916128","2012p916128","2012-12-04T23:12:18.415",-178.2715,-33.9551,137.8268,4.5311,"Mw(mB)","reviewed",18,"outside of network interest","WEL(GNS_Primary)","2012-12-05T20:33:07.929","POINT (-33.955078 -178.27148)",0.033970348320338,2012-12-04,"23:12:18.415"
"197","quake.2012p902995","2012p902995","2012-11-30T02:36:06.032",176.7063,-37.8921,189.4531,4.615,"M","reviewed",154,"","WEL(GNS_Primary)","2012-11-30T03:50:41.838","POINT (-37.892125 176.7063)",0.041209751909733,2012-11-30,"02:36:06.032"
"198","quake.2012p901211","2012p901211","2012-11-29T10:44:23.717",178.9643,-36.5059,8.75,4.7054,"M","automatic",23,"","WEL(GNS_Primary)","2012-11-29T10:48:28.277","POINT (-36.505933 178.96428)",0.050745787908065,2012-11-29,"10:44:23.717"
"199","quake.2012p868172","2012p868172","2012-11-17T05:21:25.869",179.9548,-36.8035,8.75,4.6812,"M","automatic",22,"","WEL(GNS_Primary)","2012-11-17T05:25:48.274","POINT (-36.803488 179.95485)",0.0479954424931944,2012-11-17,"05:21:25.869"
"200","quake.2012p834364","2012p834364","2012-11-04T17:07:12.392",-174.4319,-25.8104,565.4574,4.5759,"M","reviewed",54,"outside of network interest","WEL(GNS_Primary)","2012-11-04T20:07:50.919","POINT (-25.810432 -174.43193)",0.0376617069714167,2012-11-04,"17:07:12.392"
"201","quake.2012p820406","2012p820406","2012-10-30T13:12:30.606",177.487,-37.7564,32.0536,4.9333,"M","reviewed",63,"","WEL(GNS_Primary)","2012-10-30T13:28:11.584","POINT (-37.756363 177.48703)",0.0857630070524158,2012-10-30,"13:12:30.606"
"202","quake.2012p798736","2012p798736","2012-10-22T12:46:38.165",178.9627,-38.3092,29.7773,4.7072,"M","reviewed",97,"","WEL(GNS_Primary)","2012-10-22T12:59:12.664","POINT (-38.309165 178.96266)",0.0509565480608115,2012-10-22,"12:46:38.165"
